year,month,day,hour,latitude,longitude,sea_surface_temp,wind_speed,wave_height,wave_period,swell_height,swell_period,attack
2013,10,6,20.83,40.7,-124.6,16.2,3.0,1.5,14.0,1.5,14.0,0
2013,11,22,17.0,44.63,-124.04,9.8,9.3,,,,,0
2014,8,2,0.83,28.5,-80.2,28.1,6.0,0.5,3.0,0.5,8.0,0
2015,6,14,5.18,33.7,-78.0,26.9,,1.0,5.0,0.5,11.0,0
2016,9,18,15.0,28.42,-80.59,29.3,1.0,,,,,0
2017,1,3,3.0,-36.9,150.7,22.7,8.7,,,,,0
2011,1,28,12.0,18.9,-105.1,29.0,5.1,1.5,4.0,,,0
2013,12,10,16.83,28.5,-80.2,25.6,6.0,1.0,5.0,1.0,11.0,0
2013,12,11,10.0,19.73,-155.06,25.1,2.6,,,,,0
2014,12,3,19.0,36.2,-3.6,16.7,5.1,,,,,0
2015,5,29,22.0,28.42,-80.59,28.1,6.2,,,,,0
2015,6,17,13.0,29.86,-81.27,26.4,3.1,,,,,0
2016,7,16,8.9,28.42,-80.59,31.0,2.1,,,,,0
2014,6,1,12.0,-35.1,150.9,21.3,8.2,0.5,3.0,1.5,6.0,0
2016,6,25,20.42,34.2,-76.9,27.3,,1.0,5.0,,,0
2016,8,25,19.9,29.98,-81.63,31.6,6.2,,,,,0
2016,10,21,12.0,21.4,-156.7,27.0,11.8,5.0,5.0,,,0
2011,8,23,17.0,-34.5,24.3,19.2,13.9,,,,,0
2013,6,17,19.0,28.91,-94.99,28.6,4.9,,,,,0
2013,9,21,15.0,26.61,-80.03,28.4,2.1,,,,,0
2016,7,23,18.0,27.2,-76.8,26.6,8.7,2.0,8.0,2.0,8.0,0
2011,8,24,7.0,34.23,-77.95,29.5,,,,,,0
2011,8,24,12.0,35.2,-74.9,28.0,9.8,1.0,4.0,2.0,6.0,0
2012,5,23,16.0,30.67,-81.47,24.8,,,,,,0
2012,12,31,1.1,27.6,-80.2,22.6,,1.5,6.0,0.5,11.0,0
2013,5,27,0.15,21.3,-158.1,26.1,,1.0,6.0,0.5,13.0,0
2014,11,10,4.0,-30.7,154.0,25.4,10.3,2.0,8.0,2.0,8.0,0
2015,1,1,5.42,27.6,-80.2,23.8,,1.5,7.0,0.5,11.0,0
2017,6,2,11.0,25.8,-77.3,28.0,10.3,3.0,6.0,,,0
2017,7,27,6.0,25.6,-77.4,29.0,9.3,,,,,0
2017,8,29,12.0,-38.3,144.7,12.7,9.8,,,,,0
2011,12,23,19.0,29.2,-80.3,26.0,10.8,1.5,3.0,1.0,5.0,0
2014,10,3,22.83,34.3,-119.9,21.4,3.0,,,,,0
2015,4,13,15.0,24.56,-81.81,27.8,,,,,,0
2016,9,17,4.0,-38.5,144.3,13.7,6.2,,,,,0
2017,4,2,5.2,30.21,-85.88,22.4,1.0,,,,,0
2014,7,14,6.0,30.4,-87.21,29.8,3.1,,,,,0
2014,11,8,4.0,27.9,-79.9,26.5,4.6,1.0,10.0,1.0,12.0,0
2015,6,11,6.1,34.23,-77.95,27.2,,,,,,0
2016,1,23,9.62,21.0,-156.4,24.7,,1.5,9.0,1.0,11.0,0
2011,5,7,6.0,25.3,56.6,28.0,1.5,,,,,0
2011,8,28,18.0,27.82,-97.2,32.4,2.6,,,,,0
2011,9,2,10.0,29.3,-80.3,30.0,4.6,,,,,0
2012,5,29,3.0,17.6,-102.2,29.0,6.0,0.5,,1.5,7.0,0
2015,8,29,16.4,35.17,-120.75,18.4,,,,,,0
2011,3,23,1.0,-32.3,152.7,25.5,4.6,0.0,0.0,,,0
2013,8,5,22.0,26.65,-81.87,31.5,4.6,,,,,0
2013,8,17,14.0,37.51,-122.21,22.7,1.0,,,,,0
2015,12,22,16.8,20.04,-155.83,25.2,0.5,,,,,0
2017,4,6,9.0,29.86,-81.27,20.7,5.1,,,,,0
2017,4,29,9.0,-21.7,55.4,27.3,15.4,3.0,8.0,4.0,15.0,0
2017,6,17,15.0,39.4,1.4,26.0,3.1,0.0,1.0,0.5,1.0,0
2013,6,14,0.28,33.91,-78.15,27.5,10.3,,,,,0
2016,5,21,4.1,27.98,-82.83,28.2,3.6,,,,,0
2016,7,17,22.2,30.42,-87.83,30.0,,,,,,0
2017,3,19,21.0,-33.8,151.2,25.0,5.1,0.0,0.0,,,0
2017,7,7,18.0,-33.8,27.5,24.0,3.1,1.5,6.0,3.0,12.0,0
2011,3,24,1.0,20.8,-86.5,26.0,10.3,0.5,1.0,,,0
2011,6,19,18.0,22.0,-73.0,26.0,7.7,2.0,8.0,3.0,16.0,0
2011,9,24,22.0,27.76,-82.63,31.3,2.6,,,,,0
2011,12,6,2.48,46.2,-124.1,8.8,,1.0,10.0,0.5,11.0,0
2011,12,26,8.0,16.9,-61.9,27.3,8.2,1.0,5.0,,,0
2012,10,10,18.37,36.8,-122.0,14.8,2.0,,,,,0
2013,6,25,2.0,37.77,-122.3,19.1,1.0,,,,,0
2015,6,13,17.1,32.9,-117.4,18.4,,0.5,9.0,0.5,13.0,0
2015,8,10,13.8,37.77,-122.3,21.3,1.5,,,,,0
2015,8,19,16.8,30.19,-81.69,30.3,2.1,,,,,0
2016,9,18,15.0,28.42,-80.59,29.3,1.0,,,,,0
2017,7,9,0.0,25.7,-80.0,27.7,0.5,0.0,0.0,,,0
2017,7,11,22.0,36.61,-121.89,14.1,4.6,,,,,0
2012,9,9,23.0,28.42,-80.59,28.2,4.6,,,,,0
2013,8,31,5.83,34.2,-119.8,18.2,1.0,1.0,7.0,1.0,7.0,0
2015,11,10,12.0,-29.6,153.8,26.0,5.7,1.5,1.0,1.5,1.0,0
2016,8,6,16.1,20.9,-156.47,27.0,6.7,,,,,0
2016,9,17,19.75,41.06,-124.15,11.5,,,,,,0
2015,6,14,5.18,33.7,-78.0,26.9,,1.0,5.0,0.5,11.0,0
2016,4,23,3.0,28.42,-80.59,24.3,4.1,,,,,0
2017,7,14,11.9,46.71,-123.97,14.6,2.6,,,,,0
2012,6,2,2.0,28.42,-80.59,27.1,2.6,,,,,0
2013,2,1,18.0,17.5,-77.1,25.0,5.1,1.0,5.0,2.0,5.0,0
2013,8,25,5.0,29.0,-80.3,28.0,4.6,1.0,,,,0
2014,1,26,19.0,-33.8,151.2,22.0,2.6,1.0,1.0,1.0,1.0,0
2014,10,29,10.0,-32.0,153.0,22.0,9.3,1.0,4.0,1.5,13.0,0
2014,11,29,0.0,-32.2,115.7,20.7,5.7,,,,,0
2015,10,17,4.05,21.3,-158.1,27.9,,1.0,9.0,1.0,14.0,0
2016,7,15,9.0,33.3,-118.0,22.0,4.6,1.0,4.0,1.0,4.0,0
2016,9,26,7.0,-29.7,153.7,23.5,5.7,,,,,0
2014,2,20,10.0,-17.2,-150.1,29.0,7.2,,,,,0
2015,5,2,2.0,-32.1,29.4,18.8,3.6,3.0,2.0,3.0,2.0,0
2015,10,9,12.18,21.4,-157.7,27.5,,1.5,10.0,0.5,11.0,0
2016,10,30,23.4,30.67,-81.47,24.4,,,,,,0
2017,7,14,22.0,-31.9,114.9,19.2,11.3,,,,,0
2011,7,25,14.0,39.36,-74.42,20.7,,,,,,0
2013,4,2,1.0,-32.2,115.7,21.7,6.2,,,,,0
2013,4,17,15.0,25.73,-80.16,27.2,7.2,,,,,0
2015,9,26,0.0,-27.9,153.8,23.0,13.4,4.0,12.0,,,0
2016,6,5,13.0,29.86,-81.27,26.9,5.7,,,,,0
2016,10,1,14.5,28.42,-80.59,29.5,1.5,,,,,0
2017,8,27,1.0,27.6,-80.2,26.1,,0.5,9.0,,,0
2011,1,12,8.0,18.0,-87.5,26.0,10.3,1.5,4.0,1.5,5.0,0
2012,3,14,4.0,28.42,-80.59,22.3,2.1,,,,,0
2013,4,13,15.0,28.42,-80.59,23.5,3.6,,,,,0
2013,5,8,6.0,32.7,-117.5,20.0,3.6,,,,,0
2013,10,31,14.0,21.2,-156.3,27.0,8.7,1.0,,,,0
2014,3,18,0.0,-29.3,153.7,25.0,5.7,1.0,1.0,2.0,8.0,0
2015,9,18,0.85,30.7,-81.3,27.6,,2.0,6.0,,,0
2012,12,30,23.0,-34.3,151.5,20.3,7.7,,,,,0
2014,9,12,5.0,-17.2,-150.1,27.7,1.0,,,,,0
2017,6,10,12.0,-38.5,144.7,15.2,6.2,,,,,0
2011,6,26,10.0,34.21,-77.8,24.8,0.5,,,,,0
2013,1,25,11.0,-26.6,153.3,26.4,12.9,,,,,0
2013,9,2,10.83,30.0,-80.5,27.2,5.0,0.5,4.0,0.5,9.0,0
2013,11,7,4.1,27.6,-80.2,25.2,,1.5,10.0,0.5,11.0,0
2015,10,7,14.0,-32.2,115.7,18.6,6.7,,,,,0
2017,7,22,12.0,24.3,-81.6,30.4,7.2,,,,,0
2011,4,8,12.77,-16.76,177.43,29.4,,,,,,0
2011,5,13,14.0,29.8,-81.3,25.1,4.1,,,,,0
2011,10,22,1.35,-31.82,115.72,19.6,,,,,,0
2012,6,22,9.77,27.6,-80.2,27.2,,1.0,6.0,,,0
2014,11,17,23.83,36.8,-122.5,15.5,3.0,0.5,4.0,1.0,13.0,0
2016,6,21,18.9,33.66,-78.92,26.8,10.8,,,,,0
2016,11,28,0.0,-38.4,144.4,15.6,3.6,,,,,0
2017,3,18,11.5,36.7,-122.4,13.2,,1.0,10.0,0.5,11.0,0
2011,10,19,18.0,-38.2,144.9,15.1,18.0,,,,,0
2012,9,25,14.25,28.4,-80.5,27.5,,0.5,9.0,0.5,11.0,0
2016,7,15,14.9,33.66,-78.92,28.4,6.7,,,,,0
2012,1,18,19.33,22.98,121.7,23.9,,,,,,0
2014,7,5,15.58,35.2,-120.9,14.3,,1.0,8.0,0.5,15.0,0
2014,10,22,13.62,21.0,-156.4,26.9,,1.5,7.0,1.0,11.0,0
2015,7,26,9.0,29.86,-81.27,25.3,4.6,,,,,0
2015,8,18,10.17,34.3,-119.9,19.9,3.0,,,,,0
2015,8,20,23.98,32.8,-78.9,28.7,5.7,,,,,0
2015,9,20,22.0,19.73,-155.06,26.4,2.6,,,,,0
2016,4,9,0.0,-21.8,166.5,29.0,7.7,,,,,0
2016,12,11,11.0,28.42,-80.59,21.4,4.1,,,,,0
2011,2,18,23.0,-20.7,55.9,28.4,8.2,,,,,0
2012,9,10,0.0,-19.4,-174.6,26.3,3.6,,,,,0
2013,4,28,0.0,-30.6,153.4,26.0,7.7,1.0,4.0,1.0,4.0,0
2015,8,22,6.0,-33.7,151.6,20.5,11.3,1.5,7.0,1.5,7.0,0
2016,10,2,17.1,28.42,-80.59,29.6,4.6,,,,,0
2011,8,17,19.0,34.5,-77.3,28.5,7.0,,,,,0
2012,5,20,15.67,21.4,-157.7,24.5,,1.5,8.0,0.5,11.0,0
2012,10,23,6.17,34.5,-120.8,16.4,,1.5,10.0,1.5,12.0,0
2013,6,25,9.0,30.67,-81.47,28.7,2.6,,,,,0
2013,9,1,14.0,24.3,-81.3,28.0,,0.5,4.0,0.5,4.0,0
2013,11,30,8.0,-33.6,151.6,22.0,11.8,,,,,0
2016,6,11,0.92,34.2,-76.9,26.6,,0.5,7.0,,,0
2017,1,5,11.5,27.86,-80.45,17.4,,,,,,0
2017,2,1,6.13,32.3,-80.4,13.2,6.0,,,,,0
2014,10,5,2.0,28.42,-80.59,28.9,2.6,,,,,0
2015,5,24,10.0,28.4,-80.3,28.2,8.7,,,,,0
2017,4,13,19.6,30.39,-81.56,22.5,,,,,,0
2017,7,29,21.13,32.3,-80.4,28.8,8.0,,,,,0
2011,1,3,0.0,-34.2,114.7,21.0,10.8,1.5,3.0,1.0,4.0,0
2011,4,26,14.0,26.09,-80.11,27.7,5.1,,,,,0
2012,3,6,10.0,-38.3,144.9,20.4,10.3,,,,,0
2012,7,30,14.83,42.3,-70.7,19.6,1.0,1.0,6.0,0.5,6.0,0
2013,2,21,4.62,20.8,-157.0,24.3,,1.0,3.0,0.5,15.0,0
2015,6,24,18.1,34.21,-77.79,27.8,9.8,,,,,0
2015,10,9,9.83,31.4,-80.9,24.6,4.0,0.5,4.0,1.0,5.0,0
2017,7,20,20.13,32.3,-80.4,29.1,7.0,,,,,0
2011,8,17,5.0,34.21,-77.8,29.2,0.5,,,,,0
2013,7,2,17.0,-38.5,144.7,14.4,15.4,,,,,0
2013,7,29,6.0,21.43,-157.79,28.6,4.1,,,,,0
2013,8,31,6.0,25.3,-75.9,30.0,6.7,1.0,3.0,,,0
2014,3,2,9.42,27.6,-80.2,22.1,,1.0,9.0,0.5,11.0,0
2015,6,26,11.9,30.19,-81.69,29.0,2.6,,,,,0
2016,5,29,12.0,33.6,-118.2,17.7,,0.5,7.0,0.5,14.0,0
2016,6,7,9.13,32.8,-79.6,25.9,2.0,,,,,0
2017,4,10,23.35,28.4,-80.5,22.9,,0.5,5.0,,,0
2012,6,18,17.0,34.1,-77.7,25.3,3.0,,,,,0
2014,3,21,2.0,26.6,-79.6,28.0,6.7,1.0,4.0,1.0,4.0,0
2016,6,4,1.0,28.9,32.8,25.0,3.6,,,,,0
2017,2,11,21.35,28.4,-80.5,21.9,,0.5,10.0,0.5,11.0,0
2017,6,19,0.0,26.3,-79.9,29.0,5.1,0.5,5.0,,,0
2011,6,21,17.83,30.1,-87.6,30.2,4.4,1.0,6.0,,,0
2012,9,8,23.0,25.6,-79.9,29.0,5.7,,,,,0
2014,8,24,22.03,33.91,-78.15,29.1,4.6,,,,,0
2016,3,13,11.0,33.9,-118.4,15.0,4.1,,,,,0
2016,9,7,18.07,21.7,-158.1,26.8,,1.0,6.0,0.5,11.0,0
2011,6,15,0.0,-21.6,55.7,25.0,6.7,0.5,3.0,1.5,10.0,0
2015,7,27,0.0,-38.6,142.1,10.0,11.8,4.5,4.0,4.0,4.0,0
2015,11,7,18.67,28.4,-80.5,27.4,,1.0,8.0,,,0
2016,6,5,2.0,-32.2,115.7,14.3,6.2,0.5,2.0,,,0
2016,9,1,10.0,34.3,-120.3,16.2,6.7,,,,,0
2016,12,6,0.0,-36.8,150.2,22.1,7.7,1.0,3.0,,,0
2017,8,1,20.7,37.51,-122.21,23.4,4.6,,,,,0
2012,7,6,6.0,-34.8,21.3,13.0,10.8,1.0,10.0,1.5,10.0,0
2012,7,8,10.0,34.21,-77.8,27.0,5.1,,,,,0
2013,10,28,23.52,-21.65,114.68,24.6,,,,,,0
2014,7,12,23.03,33.91,-78.15,29.6,3.1,,,,,0
2014,7,20,3.0,28.8,-16.8,23.0,7.7,,,,,0
2014,10,5,2.0,28.42,-80.59,28.9,2.6,,,,,0
2015,3,11,20.0,-28.0,153.8,29.0,9.8,1.5,8.0,1.0,9.0,0
2015,7,10,22.12,33.5,-117.8,21.9,,0.5,10.0,0.5,15.0,0
2012,11,4,22.0,20.9,-156.47,25.8,2.6,,,,,0
2013,3,16,0.0,-34.2,18.2,21.0,3.6,3.0,5.0,,,0
2014,1,4,18.0,24.3,126.0,25.0,8.7,,,,,0
2014,7,3,4.83,32.5,-79.1,28.3,10.0,2.0,8.0,2.5,10.0,0
2014,12,28,6.83,35.0,-121.0,15.3,,1.5,14.0,,,0
2017,1,22,4.85,28.4,-80.5,21.1,,1.0,5.0,0.5,11.0,0
2017,7,23,21.0,38.97,-74.96,25.4,4.6,,,,,0
