attack_id,date,year,month,hour,country,area,location,activity,fatal,attack_latitude,attack_longitude,noaa_latitude,noaa_longitude,sea_surface_temp,wind_speed,wave_height,wave_period,swell_height,swell_period,distance_km
187,2012-07-19,2012.0,7.0,,CANADA,British Colombia,"Tofino, Vancouver",Surfing,,49.261636,-123.11335,49.3,-123.7,18.5,3.0,0.0,4.0,,,42.76780522781653
225,2012-11-04,2012.0,11.0,8.0,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,0.0,21.966609,-159.713613,21.95,-159.36,27.2,,,,,,36.51433621970484
248,2013-02-21,2013.0,2.0,18.0,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,0.0,20.94811,-156.6919,20.9,-156.47,22.9,6.2,,,,,23.659760862992368
474,2015-01-27,2015.0,1.0,3.0,USA,Hawaii,Lahaina,Shark fishing,0.0,20.877113,-156.681325,20.8,-156.6,24.5,5.1,0.0,0.0,,,12.039513688959879
477,2015-02-08,2015.0,2.0,6.0,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,0.0,-28.718553516768,153.611916298523,-28.7,154.0,27.2,6.2,,,1.5,10.0,37.904307166700164
506,2015-06-05,2015.0,6.0,,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,0.0,26.1241631,-80.1435862,26.09,-80.11,,4.6,,,,,5.067268526424567
709,2016-10-10,2016.0,10.0,16.0,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,0.0,45.915970433933,-123.96670956689,46.2,-124.1,13.0,5.0,,,,,33.21513283924981
151,2012-04-03,2012.0,4.0,12.0,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,0.0,21.439542579,-157.94363193,21.43,-157.79,25.7,3.6,,,,,15.936913125220954
276,2013-05-27,2013.0,5.0,,USA,Florida,"Ormond Beach, Volusia County",Swimming,0.0,29.2774764,-81.0417589,29.66,-81.22,,4.1,,,,,45.901530978728566
338,2013-11-07,2013.0,11.0,,USA,New Jersey,"Bay Head, Ocean County",Body boarding,0.0,40.0702733,-74.0437026,39.9,-73.9,,,,,,,22.547234342724696
340,2013-11-12,2013.0,11.0,15.0,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,0.0,-31.877937,115.75177,-32.1,115.67,20.3,,,,,,25.86853927361182
21,2011-03-23,2011.0,3.0,17.0,AUSTRALIA,New South Wales,Crowdy Head,Surfing,0.0,-31.841361817,152.75117655,-31.6,153.0,,5.1,0.5,,2.5,,35.695708015031684
301,2013-08-05,2013.0,8.0,15.0,USA,Florida,"Sanibel Island, Lee County",Fishing,0.0,26.44368,-82.10735,26.4,-81.88,,4.6,,,,,23.154629757637796
305,2013-08-17,2013.0,8.0,12.0,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,0.0,37.4955,-122.498,37.51,-122.21,22.7,1.5,,,,,25.456662322930388
600,2015-12-22,2015.0,12.0,,USA,Hawaii,La'aloa Beach Park,Paddle boarding,0.0,19.5937997,-155.9715584,20.04,-155.83,25.4,6.7,,,,,51.77804112376315
754,2017-04-06,2017.0,4.0,,USA,Florida,"Daytona, Volusia County",Swimming,0.0,29.21081,-81.02283,29.66,-81.22,,3.6,,,,,53.47296153177567
768,2017-04-29,2017.0,4.0,11.0,REUNION,Saint-Leu,Pointe au Sal,Body boarding,1.0,-21.195365751211,55.286273412274,-21.7,55.4,27.3,15.4,3.0,8.0,4.0,15.0,57.33399938988741
784,2017-06-17,2017.0,6.0,12.0,SPAIN,Ibiza Island,Playa d’en Bossa,Swimming,0.0,38.89583572701,1.414275053786,39.4,1.4,26.0,3.1,0.0,1.0,0.5,1.0,56.07411069183955
150,2012-03-31,2012.0,3.0,9.0,AUSTRALIA,Western Australia,Stratham Beach,Scuba diving,1.0,-33.466750662151,115.593223302818,-33.0,114.7,,4.6,,,2.5,14.0,97.95603524418271
156,2012-05-09,2012.0,5.0,11.0,USA,Florida,"Vero Beach, Indian River County",Swimming,0.0,27.638883,-80.38908,27.6,-80.2,24.9,,1.0,10.0,0.5,11.0,19.124070561049294
292,2013-07-17,2013.0,7.0,,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming,0.0,29.7927,-81.2593,29.86,-81.27,,5.1,,,,,7.554279173511426
316,2013-09-07,2013.0,9.0,16.0,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,0.0,29.029722,-80.9237495,28.42,-80.59,29.3,1.5,,,,,75.2043515779445
408,2014-08-02,2014.0,8.0,13.0,USA,Florida,"Table Beach, Brevard County",Boogie boarding,0.0,28.266571,-80.60564,28.42,-80.59,29.7,1.5,,,,,17.12907559484345
449,2014-10-31,2014.0,10.0,11.0,USA,Hawaii,"North Kohala, Hawaii County",Surfing,0.0,20.13195,-155.79389,20.04,-155.83,28.2,3.1,,,,,10.897655021146694
686,2016-08-07,2016.0,8.0,,BAHAMAS,New Providence Island,Nassau,Snorkeling,0.0,25.0465887,-77.3765998,25.4,-77.3,29.0,8.7,1.0,3.0,0.5,1.0,40.045908691775594
690,2016-08-29,2016.0,8.0,15.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,29.0,-80.2,30.0,7.7,1.5,3.0,,,70.45444357345336
190,2012-07-30,2012.0,7.0,16.0,USA,Hawaii,"Maha‘ulepu Beach, Kauai",Surfing,0.0,21.88942,-159.41242,21.95,-159.36,27.1,,,,,,8.638117902633086
438,2014-10-05,2014.0,10.0,11.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,29.6,-80.7,,4.1,1.0,2.0,1.5,3.0,67.02021990684956
501,2015-05-24,2015.0,5.0,,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,0.0,28.320224,-80.608867,28.42,-80.59,28.0,3.6,,,,,11.247121209982557
760,2017-04-13,2017.0,4.0,13.0,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,0.0,30.343416819393,-81.83549194372,30.4,-81.63,,3.6,,,,,20.693560146985025
805,2017-07-29,2017.0,7.0,15.0,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,,32.215401,-80.747563,32.04,-80.9,29.3,0.5,,,,,24.216706053082053
57,2011-07-07,2011.0,7.0,,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,0.0,27.73948,-97.13166,27.82,-97.2,30.6,2.6,,,,,11.19669391742466
296,2013-07-28,2013.0,7.0,16.0,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,0.0,26.6461,-77.07071,26.45,-76.71,28.2,,,,,,41.986305190926984
364,2014-03-22,2014.0,3.0,,USA,Florida,Delray Beach,Kite Surfing,0.0,26.4616338,-80.0731071,26.61,-80.03,24.1,8.2,,,,,17.045836798281208
632,2016-04-13,2016.0,4.0,,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,0.0,26.785748,-80.037079,26.61,-80.03,26.0,4.1,,,,,19.5549654105523
656,2016-06-14,2016.0,6.0,17.0,USA,Texas,"Pirates Beach, Galveston",Floating in tube,0.0,29.20208,-94.940605,29.31,-94.79,,,,,,,18.906839386450564
234,2012-12-25,2012.0,12.0,,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,1.0,-31.62291,29.54477,-31.3,30.2,26.0,16.5,3.5,5.0,3.5,6.0,71.77414755197715
366,2014-04-03,2014.0,4.0,8.0,AUSTRALIA,New South Wales,Tathra,Swimming,1.0,-36.731499184,149.983067808,-37.0,150.3,23.0,18.0,,,,,41.06469007776729
381,2014-05-15,2014.0,5.0,11.0,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,0.0,28.010853,-80.53041,27.86,-80.45,,4.1,,,,,18.541044938810277
494,2015-04-29,2015.0,4.0,9.0,USA,Hawaii,Kanahena Cove,Snorkeling,1.0,20.66956,-156.44219,20.9,-156.47,25.8,10.8,,,,,25.786381016504656
681,2016-07-27,2016.0,7.0,,USA,Florida,"Florida Keys, Monroe County",Lobstering,0.0,24.66709,-81.58314,24.56,-81.81,30.7,3.1,,,,,25.840854408547262
47,2011-06-15,2011.0,6.0,17.0,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,1.0,-21.05203,55.22571,-21.6,55.7,25.0,6.7,0.5,3.0,1.5,10.0,78.26966441281328
541,2015-07-27,2015.0,7.0,,AUSTRALIA,Victoria,Tyrendarra Beach,Surfing,,-38.218595687,141.796191537,-38.36,141.61,9.9,,,,,,22.611769263175834
588,2015-11-07,2015.0,11.0,11.0,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,,28.12302,-80.57537,28.4,-80.5,26.6,,0.5,8.0,,,31.671079717134617
652,2016-06-05,2016.0,6.0,11.0,AUSTRALIA,Western Australia,Mindarie,Diving,1.0,-31.688651821,115.707580271,-32.2,115.7,,4.6,,,,,56.86391084597914
692,2016-09-01,2016.0,9.0,,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,0.0,34.460859,-120.07392,34.4,-120.0,21.9,3.1,,,,,9.579044821725505
721,2016-12-06,2016.0,12.0,2.0,AUSTRALIA,New South Wales,Merimbula,Surf fishing,0.0,-36.887418812,149.922226048,-36.8,150.2,22.1,7.7,1.0,3.0,,,26.560782489327888
808,2017-08-01,2017.0,8.0,10.0,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Fishing,0.0,37.250009489828,-122.396111722289,37.51,-122.21,23.6,4.6,,,,,33.25945739966541
58,2011-07-07,2011.0,7.0,17.0,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,0.0,28.670634185881,-96.557673771471,28.45,-96.4,30.7,5.7,,,,,28.96586101092592
100,2011-10-11,2011.0,10.0,,USA,Florida,Cape Canaveral,Surfing,0.0,28.388229,-80.605878,28.42,-80.59,26.2,3.1,,,,,3.8590628684884227
127,2012-01-13,2012.0,1.0,,USA,Oregon,"Lincoln City, Lincoln County",Surfing,0.0,44.973855,-124.0134339,44.63,-124.04,8.0,5.1,,,,,38.292398828634475
368,2014-04-04,2014.0,4.0,13.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,23.1,3.1,,,,,75.2043515779445
467,2015-01-06,2015.0,1.0,16.0,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,0.0,26.379785790043,-77.253591852932,26.94,-77.23,25.3,,,,,,62.33717544108162
561,2015-09-19,2015.0,9.0,,USA,California,"Gaviota State Beach, Santa Barbara County",Kayak Fishing,0.0,34.504150485735,-120.228120648486,34.3,-120.5,21.5,2.0,0.5,4.0,2.0,9.0,33.727017392043145
641,2016-05-15,2016.0,5.0,13.0,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,0.0,26.350568,-80.0899135,26.09,-80.11,,2.6,,,,,29.043085294355297
712,2016-10-14,2016.0,10.0,9.0,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,0.0,20.724887,-156.4490193,20.9,-156.47,26.5,8.2,,,,,19.593441465173417
744,2017-03-01,2017.0,3.0,,BAHAMAS,The Exuma Cays,Compass Cay,Floating,0.0,24.1732835,-76.4454252,24.6,-76.0,25.5,12.3,1.0,2.0,1.0,2.0,65.46978184482892
786,2017-06-18,2017.0,6.0,,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,0.0,32.1940212,-80.697698,32.04,-80.9,28.3,5.1,,,,,25.618527724220336
22,2011-03-24,2011.0,3.0,,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",Swimming,0.0,21.138483,-86.767015,21.1,-86.6,27.4,7.7,,,,,17.844528591228727
49,2011-06-19,2011.0,6.0,,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,0.0,21.50705,-72.20133,21.6,-72.6,,12.3,,,,,42.506058980575034
90,2011-09-24,2011.0,9.0,15.0,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,0.0,27.462166597969,-82.660453417369,27.54,-82.74,,2.6,,,,,11.681555462097839
115,2011-12-06,2011.0,12.0,9.0,USA,Oregon,Seaside Cove,Surfing,0.0,45.9757796,-123.9393377,46.2,-124.1,9.3,,0.5,10.0,0.5,13.0,27.841200609330972
123,2011-12-26,2011.0,12.0,,ANTIGUA,St John's,Fort James Beach,Swimming,,17.1188196,-61.8439612,17.1,-61.8,25.5,5.1,,,,,5.119197178443413
165,2012-06-03,2012.0,6.0,14.0,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Surf skiing,0.0,-33.02048,151.70915,-32.9,152.5,,2.6,0.5,1.0,,,74.99090878673576
215,2012-10-10,2012.0,10.0,18.0,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,0.0,37.024394,-122.215803,36.8,-122.0,15.0,6.0,,,,,31.475272928487513
286,2013-06-25,2013.0,6.0,15.0,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,0.0,37.475911136365,-122.438422729666,37.51,-122.21,19.8,1.0,,,,,20.506044866655333
509,2015-06-13,2015.0,6.0,,USA,California,Off San Diego,Unknown,0.0,32.71576,-117.1638173,32.71,-117.17,19.9,,,,,,0.8630273267134578
544,2015-08-10,2015.0,8.0,8.0,USA,California,Cortes Bank,Spearfishing,0.0,37.9976013563,-122.242399196998,38.06,-122.26,,5.7,,,,,7.107625296475278
547,2015-08-19,2015.0,8.0,15.0,USA,Florida,"Jacksonville Beach, Duval County",Walking,0.0,30.2881812,-81.3920144,30.38,-81.45,,,,,,,11.627946899496633
705,2016-09-18,2016.0,9.0,10.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.4,1.0,,,,,75.2043515779445
793,2017-07-09,2017.0,7.0,15.0,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,0.0,25.9123,-80.1213,26.09,-80.11,,3.6,,,,,19.791615947848932
794,2017-07-11,2017.0,7.0,11.0,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,0.0,36.9741392,-122.028804,36.8,-122.0,13.0,3.0,,,,,19.532143624103693
9,2011-01-31,2011.0,1.0,12.0,MEXICO,Quintana Roo,Cancun,Swimming,0.0,21.164100412,-86.871082763,21.3,-86.3,24.6,4.6,0.5,2.0,1.5,6.0,61.08965416288597
183,2012-07-07,2012.0,7.0,15.0,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale,Scuba diving,,-38.259560082,144.602645707,-38.3,144.8,11.8,7.2,,,,,17.803806351424953
330,2013-10-20,2013.0,10.0,11.0,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,0.0,22.2080512,-159.3744743,22.3,-159.6,27.0,,2.0,10.0,1.5,11.0,25.361647953228584
334,2013-10-26,2013.0,10.0,16.0,REUNION,d’Étang-Salé,Ravine Mula,Body boarding,0.0,-21.266040602,55.366755393,-20.93,55.32,24.5,,,,,,37.67956984688787
342,2013-11-23,2013.0,11.0,9.0,AUSTRALIA,Western Australia,Gracetown,Surfing,1.0,-33.866709908,114.989080385,-34.6,115.2,,,,,,,83.81199048011969
359,2014-03-12,2014.0,3.0,18.0,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,0.0,-33.280744,151.574377,-33.4,151.9,,,,,,,33.02762482407867
384,2014-05-24,2014.0,5.0,,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,0.0,-27.99694,153.42,-27.5,153.8,,3.6,0.5,2.0,1.0,5.0,66.72129378228232
566,2015-09-24,2015.0,9.0,10.0,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,0.0,34.538263714677,-120.030793894701,34.3,-119.9,22.4,2.0,,,,,29.083612637621155
453,2014-11-16,2014.0,11.0,13.0,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,0.0,28.152451,-80.590172,28.4,-80.5,21.6,,0.5,8.0,,,28.907898407827936
565,2015-09-20,2015.0,9.0,12.0,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,0.0,30.6686874,-81.4343693,30.67,-81.47,,1.8,,,,,3.410905648951642
620,2016-03-03,2016.0,3.0,,AUSTRALIA,South Australia,Wrights Bay,Fishing,0.0,-37.044616621165,139.771878952553,-37.7,139.9,19.0,10.8,0.5,2.0,,,73.7496120834416
640,2016-05-03,2016.0,5.0,15.0,USA,Hawaii,"Wailea Beach, Maui",Floating,0.0,20.681265,-156.443428,20.9,-156.47,25.8,,,,,,24.478613605864084
642,2016-05-18,2016.0,5.0,,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,0.0,30.094227,-81.405774,29.98,-81.63,26.6,1.5,,,,,25.044220179336577
759,2017-04-12,2017.0,4.0,13.0,USA,Florida,St. Augustine,Surfing,0.0,29.896004,-81.316709,29.86,-81.27,22.5,4.1,,,,,6.025711726389578
764,2017-04-20,2017.0,4.0,8.0,USA,South Carolina,Georgetown County,Swimming,,33.412799839736,-79.299229379641,33.35,-79.19,,2.6,,,,,12.313559517413724
59,2011-07-13,2011.0,7.0,20.0,USA,Texas,"South Padre Island, Cameron County",Surf fishing,0.0,26.110983,-97.165717,26.06,-97.22,28.5,5.1,,,,,7.843935230146175
99,2011-10-10,2011.0,10.0,,USA,Oregon,Seaside,Surfing,0.0,45.9930976,-123.920633,46.21,-123.77,17.5,0.5,,,,,26.76907794186931
433,2014-09-21,2014.0,9.0,11.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,28.8,2.1,,,,,75.2043515779445
556,2015-09-05,2015.0,9.0,14.0,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,0.0,34.0592787,-118.975156,34.0,-119.3,22.6,,0.5,10.0,1.0,18.0,30.652357017740528
590,2015-11-15,2015.0,11.0,11.0,USA,Florida,"Palm Beach, Palm Beach County",Swimming,0.0,26.7043265,-80.0364366,26.7,-80.0,28.0,10.3,1.0,5.0,3.0,8.0,3.65132109080739
74,2011-08-23,2011.0,8.0,9.0,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,1.0,-34.04731,23.38022,-34.5,24.3,19.2,13.9,,,,,98.36957797886268
267,2013-04-21,2013.0,4.0,14.0,AUSTRALIA,New South Wales,Crowdy Head,Fishing,0.0,-31.841361817,152.75117655,-32.2,152.7,,7.7,1.5,3.0,4.5,7.0,40.169614418374834
282,2013-06-17,2013.0,6.0,14.0,USA,Texas,"Surfside Beach, Brazoria County",Swimming,0.0,28.9520047,-95.2878755,28.94,-95.3,27.6,3.6,,,,,1.7814898370748147
320,2013-09-21,2013.0,9.0,,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,0.0,26.92911,-80.06919,26.61,-80.03,28.3,6.7,,,,,35.69613433458018
678,2016-07-23,2016.0,7.0,,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,0.0,26.76799,-77.33079,27.2,-76.8,26.6,8.7,2.0,8.0,2.0,8.0,71.23118808099386
8,2011-01-28,2011.0,1.0,,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agustín-VI.,0.0,19.134363757881,-104.337781258286,18.9,-105.1,29.0,5.1,1.5,4.0,,,84.26022578481262
347,2013-12-10,2013.0,12.0,14.0,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,0.0,28.320224,-80.608867,28.42,-80.59,22.3,6.2,,,,,11.247121209982557
348,2013-12-11,2013.0,12.0,8.0,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,0.0,19.1330454,-155.5090425,19.73,-155.06,25.1,3.6,,,,,81.38349753786353
457,2014-12-03,2014.0,12.0,7.0,SPAIN,Granada,Off Motril,Fishing for blue sharks,0.0,36.7446588,-3.5166661,36.2,-3.6,16.7,5.1,,,,,61.02005702420758
504,2015-05-29,2015.0,5.0,13.0,USA,Florida,"New Smyrna Beach, Volusia County",Wading,0.0,29.029722,-80.9237495,29.3,-80.4,,5.1,1.0,1.0,,,59.07143021976217
512,2015-06-17,2015.0,6.0,13.0,USA,Florida,Daytona Beach Shores,Swimming,0.0,29.170157,-80.980442,29.66,-81.23,,1.0,,,,,59.59085558687995
673,2016-07-16,2016.0,7.0,13.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,31.0,1.0,,,,,75.2043515779445
